,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
872404,A-3595701,2,2020-03-23 09:33:32,2020-03-23 09:48:32,32.73135,-97.29946,32.73135,-97.29946,0.0,At US-287 - Accident.,0.0,E Rosedale St,R,Fort Worth,Tarrant,TX,76104,US,US/Central,KFTW,2020-03-23 09:32:00,60.0,60.0,100.0,29.34,1.0,E,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
956850,A-3680177,3,2020-01-10 09:07:41,2020-01-10 09:36:59,29.63853,-95.38691,29.64879,-95.38706,0.709,At Airport Blvd - Accident.,0.0,S Freeway N,R,Houston,Harris,TX,77051,US,US/Central,KMCJ,2020-01-10 08:53:00,72.0,72.0,84.0,29.9,9.0,SSE,20.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1000103,A-3723430,2,2020-02-12 09:54:53,2020-02-12 10:24:30,32.836,-96.606,32.83408,-96.61075,0.306,At Northwest Dr/Exit 58 - Accident.,0.0,US-67 S,R,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2020-02-12 09:50:00,45.0,41.0,100.0,29.32,10.0,NNE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
955348,A-3678675,3,2020-01-09 07:24:07,2020-01-09 07:51:40,32.7923,-96.79835,32.7907,-96.80025,0.156,At Pearl St - Accident. Two lanes blocked.,0.0,Woodall Rodgers Fwy S,R,Dallas,Dallas,TX,75201,US,US/Central,KDAL,2020-01-09 07:53:00,61.0,61.0,81.0,29.49,9.0,S,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
872735,A-3596032,1,2020-03-23 09:50:17,2020-03-23 10:20:17,31.86334,-106.44048,31.86334,-106.44048,0.0,At Hondo Pass Dr - Accident.,0.0,US-54 E,R,El Paso,El Paso,TX,79904,US,US/Mountain,KBIF,2020-03-23 09:51:00,62.0,62.0,30.0,26.02,10.0,SSE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1017681,A-3741014,3,2020-02-27 07:21:50,2020-02-27 07:50:18,29.94081,-95.40397,29.94073,-95.41452,0.632,Between Greenspoint Dr and I-45 - Accident. Three lanes blocked.,0.0,N Sam Houston Tollway W,R,Houston,Harris,TX,77060,US,US/Central,KIAH,2020-02-27 06:53:00,33.0,33.0,85.0,30.32,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
879162,A-3602460,4,2020-03-26 00:02:01,2020-03-26 01:02:01,29.7257,-95.47638,29.72654,-95.46599,0.626,Closed between Fountain View Dr and I-610 (South) - Road closed due to accident.,0.0,Chimney Rock Rd,R,Houston,Harris,TX,77056,US,US/Central,KMCJ,2020-03-26 00:37:00,72.0,72.0,84.0,29.86,9.0,S,7.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
869541,A-3592838,3,2020-03-22 11:30:27,2020-03-22 12:30:27,32.82435,-96.9195,32.82435,-96.9195,0.0,At Grauwyler Rd - Accident. Two lanes blocked.,0.0,Loop 12 N,R,Irving,Dallas,TX,75061,US,US/Central,KDAL,2020-03-22 11:53:00,58.0,58.0,87.0,29.63,4.0,ESE,5.0,0.0,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
881495,A-3604794,3,2020-03-27 23:54:03,2020-03-28 00:09:03,32.72432,-96.76198,32.72432,-96.76198,0.0,At Overton Rd/Exit 281 - Accident. Hard shoulder blocked.,0.0,I-45 N,R,Dallas,Dallas,TX,75216,US,US/Central,KRBD,2020-03-27 23:53:00,76.0,76.0,62.0,28.95,10.0,S,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
994985,A-3718312,4,2020-02-08 23:42:20,2020-02-09 00:10:59,29.37914,-94.95108,29.366,-94.94838,0.922,Closed between FM-1765/Texas Ave/5th Ave S and Banana St - Road closed due to accident.,0.0,36th St S,R,Texas City,Galveston,TX,77590,US,US/Central,KGLS,2020-02-08 23:52:00,64.0,64.0,87.0,30.12,10.0,ESE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
1000105,A-3723432,2,2020-02-12 05:39:51,2020-02-12 06:09:15,29.78639,-95.37007,29.7898,-95.37167,0.254,At Main St/Exit 49 - Accident.,0.0,I-45 N,R,Houston,Harris,TX,77009,US,US/Central,KMCJ,2020-02-12 05:53:00,60.0,60.0,96.0,29.76,0.5,E,7.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
875077,A-3598374,3,2020-03-24 22:16:22,2020-03-24 23:06:20,33.15103,-96.66307,33.15103,-96.66307,0.0,Ramp to TX-121-TOLL Westbound - Accident. Right lane blocked.,0.0,Sam Rayburn Tollway S,R,McKinney,Collin,TX,75070,US,US/Central,KTKI,2020-03-24 21:53:00,67.0,67.0,66.0,29.28,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
881372,A-3604671,3,2020-03-27 12:32:40,2020-03-27 13:17:40,29.89084,-95.41212,29.89084,-95.41212,0.0,At Canino Rd/Shepherd Dr/Exit 56 - Accident. Two lanes blocked.,0.0,I-45 N,R,Houston,Harris,TX,77037,US,US/Central,KIAH,2020-03-27 12:53:00,88.0,88.0,46.0,29.68,10.0,S,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
951870,A-3675197,3,2020-03-05 10:42:01,2020-03-05 11:09:33,29.71245,-95.26629,29.70693,-95.27204,0.514,At TX-225/Exit 30 - Accident. Two lanes blocked.,0.0,I-610 W,R,Houston,Harris,TX,77012,US,US/Central,KHOU,2020-03-05 10:46:00,63.0,63.0,58.0,30.15,10.0,N,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
872363,A-3595660,2,2020-03-23 06:43:02,2020-03-23 07:13:02,32.99746,-96.82954,32.99746,-96.82954,0.0,At Frankford Rd - Accident.,0.0,Frankford Rd,R,Dallas,Collin,TX,75287,US,US/Central,KADS,2020-03-23 06:47:00,63.0,63.0,94.0,29.36,2.0,E,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
992091,A-3715418,3,2020-02-06 17:21:11,2020-02-06 17:50:10,33.0322,-96.70715,33.04164,-96.70213,0.714,At Parker Rd/Exit 30 - Accident. Two lanes blocked.,0.0,US-75 N,R,Plano,Collin,TX,75074,US,US/Central,KADS,2020-02-06 17:50:00,43.0,39.0,31.0,29.05,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
861336,A-3584630,1,2020-03-18 18:31:30,2020-03-18 19:36:28,31.72038,-106.30479,31.72038,-106.30479,0.0,At FM-659/Zaragosa Rd/Exit 32 - Accident.,0.0,I-10 E,R,El Paso,El Paso,TX,79907,US,US/Mountain,KELP,2020-03-18 18:46:00,55.0,55.0,77.0,25.96,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
849637,A-3572922,3,2020-03-10 05:06:46,2020-03-10 05:36:17,29.55762,-98.34527,29.55491,-98.34885,0.285,At Toepperwein Rd/Exit 170 - Accident.,0.0,I-35 S,R,San Antonio,Bexar,TX,78233,US,US/Central,KRND,2020-03-10 04:56:00,65.0,65.0,96.0,29.38,10.0,SW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
869603,A-3592900,4,2020-03-22 18:50:42,2020-03-22 19:20:42,32.90764,-96.76882,32.90764,-96.76882,0.0,At Coit Rd/Exit 8 - Accident. Three lanes blocked.,0.0,US-75 N,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-03-22 18:47:00,63.0,63.0,82.0,29.35,10.0,SSE,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1015390,A-3738721,3,2020-02-25 20:35:16,2020-02-25 21:03:56,32.7393,-96.82352,32.73531,-96.82401,0.277,At Zang Blvd/Exit 425 - Accident. Two lanes blocked.,0.0,US-67 S,R,Dallas,Dallas,TX,75208,US,US/Central,KRBD,2020-02-25 20:53:00,51.0,51.0,35.0,29.37,10.0,NW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
872371,A-3595668,3,2020-03-23 07:09:54,2020-03-23 07:39:47,29.85697,-95.40079,29.86048,-95.40288,0.273,At W Parker Rd - Accident. Two lanes blocked.,0.0,I-45 N,R,Houston,Harris,TX,77076,US,US/Central,KIAH,2020-03-23 06:53:00,70.0,70.0,93.0,29.94,4.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
963679,A-3687006,2,2020-01-15 07:12:54,2020-01-15 07:41:47,32.7174,-97.28544,32.7209,-97.29105,0.406,At Mitchell Blvd - Accident.,0.0,Martin Luther King Fwy N,R,Fort Worth,Tarrant,TX,76105,US,US/Central,KFWD,2020-01-15 06:53:00,65.0,65.0,100.0,29.26,4.0,SE,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
960567,A-3683894,4,2020-01-13 12:09:59,2020-01-13 12:38:57,29.68692,-95.37961,29.68347,-95.38179,0.272,Ramp closed to TX-288/Exit 38 - Road closed due to accident.,0.0,Holly Hall St,R,Houston,Harris,TX,77054,US,US/Central,KMCJ,2020-01-13 12:10:00,61.0,61.0,90.0,30.12,6.0,ENE,9.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
965099,A-3688426,2,2020-01-16 06:58:42,2020-01-16 07:28:37,29.677452,-95.559676,29.677452,-95.559676,0.0,At Bissonnet St - Accident.,0.0,W Sam Houston Tollway N,R,Houston,Harris,TX,77099,US,US/Central,KSGR,2020-01-16 07:00:00,70.0,70.0,97.0,30.15,8.0,ESE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
956851,A-3680178,3,2020-01-10 10:21:55,2020-01-10 10:51:45,32.88432,-96.69737,32.88714,-96.70303,0.382,At Church Rd/Plano Rd/Exit 14 - Accident.,0.0,I-635 W,R,Dallas,Dallas,TX,75238,US,US/Central,KDAL,2020-01-10 10:29:00,69.0,69.0,84.0,29.32,9.0,SSE,12.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
879319,A-3602617,4,2020-03-26 18:45:09,2020-03-26 19:45:09,32.8004,-96.79324,32.8004,-96.79324,0.0,At TX-366/Exit 1 - Accident. Two lanes blocked.,0.0,US-75 S,R,Dallas,Dallas,TX,75204,US,US/Central,KDAL,2020-03-26 18:53:00,78.0,78.0,66.0,29.2,10.0,S,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
998786,A-3722113,3,2020-02-11 19:44:22,2020-02-11 20:13:17,32.72437,-96.762,32.72701,-96.76284,0.189,At Overton Rd/Exit 281 - Accident. Roadway reduced to 1 lane.,0.0,E Overton Rd,R,Dallas,Dallas,TX,75216,US,US/Central,KRBD,2020-02-11 19:53:00,44.0,39.0,85.0,29.36,10.0,NE,9.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
984863,A-3708190,2,2020-01-31 21:38:33,2020-01-31 22:07:04,32.75952,-97.0803,32.75952,-97.06884,0.666,Between Ballpark Way/Exit 29 and TX-360/Six Flags Dr/Exit 30 - Accident.,0.0,Tom Landry Fwy,R,Arlington,Tarrant,TX,76011,US,US/Central,KGPM,2020-01-31 21:35:00,50.0,50.0,53.0,29.57,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
879555,A-3602853,1,2020-03-26 14:51:02,2020-03-26 15:06:02,31.75638,-106.34221,31.75638,-106.34221,0.0,At N Yarbrough Dr - Accident.,0.0,N Yarbrough Dr,R,El Paso,El Paso,TX,79925,US,US/Mountain,KELP,2020-03-26 14:42:00,81.0,81.0,15.0,25.96,10.0,W,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
861117,A-3584411,2,2020-03-18 16:58:55,2020-03-18 17:28:55,30.39897,-97.66889,30.39897,-97.66889,0.0,At FM-734/E Parmer Ln - Accident.,0.0,E Yager Ln,R,Austin,Travis,TX,78753,US,US/Central,KATT,2020-03-18 16:51:00,82.0,82.0,56.0,29.2,10.0,SE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
972252,A-3695579,4,2020-01-21 09:38:37,2020-01-21 10:08:07,29.78528,-95.58732,29.78529,-95.59028,0.177,Closed at Kirkwood Rd/Exit 754 - Road closed due to accident.,1101.0, W Forest Dr,L,Houston,Harris,TX,77043,US,US/Central,KMCJ,2020-01-21 09:53:00,54.0,54.0,45.0,30.46,10.0,E,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
857028,A-3580317,3,2020-03-15 07:35:47,2020-03-15 08:04:58,32.92704,-96.76204,32.92348,-96.75969,0.281,Ramp to I-635 EB and LBJ Service Rd - Accident.,13151.0, N Central Expy,L,Dallas,Dallas,TX,75243-1115,US,US/Central,KADS,2020-03-15 06:47:00,54.0,54.0,88.0,29.62,3.0,N,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
975855,A-3699182,2,2020-01-24 09:15:00,2020-01-24 09:43:35,29.58428,-98.30581,29.58151,-98.31061,0.346,At Evans Rd/Exit 174 - Accident.,0.0,I-35 S,R,Schertz,Bexar,TX,78154,US,US/Central,KRND,2020-01-24 08:56:00,48.0,45.0,84.0,29.38,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
858102,A-3581391,2,2020-03-16 11:27:32,2020-03-16 11:54:17,32.95391,-96.80397,32.95391,-96.80397,0.0,At Belt Line Rd - Accident.,15098.0, Preston Rd,R,Dallas,Dallas,TX,75254-9167,US,US/Central,KADS,2020-03-16 11:47:00,61.0,61.0,88.0,29.51,7.0,ESE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
868587,A-3591883,1,2020-03-21 14:30:47,2020-03-21 15:35:45,31.85508,-106.4405,31.85508,-106.4405,0.0,At US-54/Gateway Blvd - Accident.,0.0,Hercules Ave,R,El Paso,El Paso,TX,79904,US,US/Mountain,KBIF,2020-03-21 14:51:00,71.0,71.0,32.0,26.0,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
863678,A-3586972,3,2020-03-19 08:58:32,2020-03-19 09:28:32,32.93859,-96.82208,32.93859,-96.82208,0.0,At Alpha Rd - Accident. Right lane blocked.,0.0,Dallas North Tollway S,R,Dallas,Dallas,TX,75240,US,US/Central,KADS,2020-03-19 08:47:00,70.0,70.0,83.0,29.21,13.0,S,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1010254,A-3733581,3,2020-02-20 03:21:00,2020-02-20 03:50:49,32.9141,-96.89765,32.92603,-96.9007,0.843,At Valley View Ln/Exit 441 - Accident.,0.0,Stemmons Fwy N,R,Dallas,Dallas,TX,75234,US,US/Central,KADS,2020-02-20 03:15:00,41.0,37.0,93.0,29.62,10.0,N,6.0,0.0,Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
986777,A-3710104,3,2020-02-02 04:29:33,2020-02-02 04:58:36,32.76714,-96.89333,32.7666,-96.90093,0.443,At Chalk Hill Rd/Exit 39 - Accident.,0.0,Tom Landry Fwy,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-02-02 04:53:00,58.0,58.0,31.0,29.32,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
967135,A-3690462,4,2020-01-17 06:48:54,2020-01-17 07:18:14,29.77556,-95.36771,29.78152,-95.36826,0.413,Closed at Quitman St/Exit 49 - Road closed due to accident.,0.0,I-45 N,R,Houston,Harris,TX,77009,US,US/Central,KMCJ,2020-01-17 06:47:00,63.0,63.0,94.0,30.19,5.0,E,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
963677,A-3687004,2,2020-01-15 06:33:53,2020-01-15 07:03:35,32.73679,-97.29896,32.74319,-97.30436,0.542,At Riverside Dr - Accident.,0.0,Martin Luther King Fwy N,R,Fort Worth,Tarrant,TX,76104,US,US/Central,KFTW,2020-01-15 06:53:00,65.0,65.0,100.0,29.26,4.0,SE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
963676,A-3687003,2,2020-01-15 07:31:42,2020-01-15 08:00:51,32.70999,-96.83026,32.7079,-96.82973,0.148,At US-67/Exit 423 - Accident.,0.0,I-35E N,R,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2020-01-15 07:53:00,68.0,68.0,93.0,29.28,2.0,S,7.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
868395,A-3591691,3,2020-03-21 16:23:45,2020-03-21 17:08:45,29.93813,-95.45489,29.93813,-95.45489,0.0,At Vets Meml Pky/Stuebner Airline Rd - Accident. Right lane blocked.,0.0,T.C. Jester Blvd,R,Houston,Harris,TX,77038,US,US/Central,KIAH,2020-03-21 16:53:00,58.0,58.0,90.0,30.09,6.0,NE,15.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
863791,A-3587085,3,2020-03-19 19:23:57,2020-03-19 20:08:57,29.77624,-95.29604,29.77624,-95.29604,0.0,At Lathrop St/Kress St/Exit 772 - Accident. Two lanes blocked.,0.0,I-10 W,R,Houston,Harris,TX,77020,US,US/Central,KMCJ,2020-03-19 19:53:00,77.0,77.0,79.0,29.94,10.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
990363,A-3713690,3,2020-02-05 03:11:20,2020-02-05 03:40:25,32.7263,-97.06256,32.72508,-97.06256,0.084,At Park Row Dr - near Mitchell St - Accident. Three lanes blocked.,0.0,TX-360 S,R,Arlington,Tarrant,TX,76010,US,US/Central,KGPM,2020-02-05 03:15:00,37.0,31.0,83.0,29.3,10.0,NNW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
868433,A-3591729,4,2020-03-21 22:05:02,2020-03-21 23:05:02,29.9492,-95.07762,29.9492,-95.07762,0.0,Closed at FM-1008/Atascocita Rd - Road closed due to accident.,18684.0, FM 2100 Rd,R,Crosby,Harris,TX,77532,US,US/Central,KIAH,2020-03-21 21:53:00,60.0,60.0,93.0,30.09,2.0,NE,7.0,0.18,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
861166,A-3584460,3,2020-03-18 19:33:54,2020-03-18 20:03:54,32.86005,-96.90241,32.86005,-96.90241,0.0,At TX-348-spur/TX-12-loop - Accident. Right lane blocked.,0.0,Loop 12 S,R,Dallas,Dallas,TX,75220,US,US/Central,KDAL,2020-03-18 19:53:00,76.0,76.0,71.0,29.39,10.0,SE,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
885802,A-3609102,3,2020-03-30 14:07:25,2020-03-30 15:07:25,32.65709,-96.88422,32.65709,-96.88422,0.0,Ramp to I-20/Lyndon B Johnson Fwy Westbound - Accident. Two lanes blocked.,7382.0, S Westmoreland Rd,L,Dallas,Dallas,TX,75237-2908,US,US/Central,KRBD,2020-03-30 13:53:00,55.0,55.0,86.0,29.25,6.0,E,13.0,0.37,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
866601,A-3589896,3,2020-03-20 10:18:22,2020-03-20 11:03:22,29.70405,-95.27561,29.70405,-95.27561,0.0,At Broadway Blvd/Exit 31 - Accident. Two lanes blocked.,0.0,I-610 E,R,Houston,Harris,TX,77017,US,US/Central,KHOU,2020-03-20 10:00:00,75.0,75.0,87.0,30.1,7.0,SSE,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
872475,A-3595772,2,2020-03-23 19:22:45,2020-03-23 19:52:45,30.40783,-97.71576,30.40783,-97.71576,0.0,At TX-1-LOOP/Mo-Pac Expy - Accident.,0.0,N Mo Pac Expy,R,Austin,Travis,TX,78758,US,US/Central,KATT,2020-03-23 19:51:00,79.0,79.0,64.0,29.19,10.0,SSE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1023609,A-3746947,2,2020-01-05 17:43:18,2020-01-05 18:12:22,32.82296,-96.77016,32.82211,-96.77017,0.059,At Llano Ave - Accident.,2813.0, Greenville Ave,L,Dallas,Dallas,TX,75206-6238,US,US/Central,KDAL,2020-01-05 17:53:00,63.0,63.0,33.0,29.66,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
866819,A-3590114,2,2020-03-20 21:29:07,2020-03-20 21:44:07,29.41781,-98.65011,29.41781,-98.65011,0.0,At Marbach Rd - Accident.,0.0,SW Loop 410,R,San Antonio,Bexar,TX,78227,US,US/Central,KSKF,2020-03-20 21:51:00,57.0,57.0,72.0,29.53,10.0,NNE,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
881338,A-3604637,3,2020-03-27 08:41:23,2020-03-27 08:56:23,29.31996,-98.54881,29.31996,-98.54881,0.0,At Zarzamora St/Exit 48 - Accident.,0.0,Connally Loop,R,San Antonio,Bexar,TX,78224,US,US/Central,KSKF,2020-03-27 08:56:00,72.0,72.0,83.0,29.01,10.0,SSE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
885769,A-3609069,3,2020-03-30 11:21:56,2020-03-30 12:06:56,29.64401,-95.57599,29.64401,-95.57599,0.0,At Beltway 8/Sam Houston Tollway - Accident. Two lanes blocked.,0.0,W Airport Blvd,R,Stafford,Fort Bend,TX,77477,US,US/Central,KSGR,2020-03-30 11:25:00,78.0,78.0,79.0,29.92,10.0,SSE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
869507,A-3592804,3,2020-03-22 00:26:24,2020-03-22 00:41:24,32.98744,-96.82835,32.98744,-96.82835,0.0,At Trinity Mills Rd - Accident. Left lane blocked.,0.0,Dallas North Tollway N,R,Dallas,Collin,TX,75287,US,US/Central,KADS,2020-03-22 00:35:00,52.0,52.0,94.0,29.51,10.0,SE,3.0,0.0,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
950732,A-3674055,3,2020-03-04 18:04:36,2020-03-04 18:34:14,32.70375,-96.66302,32.70925,-96.67713,0.904,At Prairie Creek Rd - Accident.,0.0,Hawn Fwy W,R,Dallas,Dallas,TX,75217,US,US/Central,KHQZ,2020-03-04 17:50:00,54.0,54.0,88.0,29.53,10.0,NNW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
879327,A-3602625,3,2020-03-26 20:45:23,2020-03-26 21:30:23,29.77041,-95.45594,29.77041,-95.45594,0.0,At I-10/Exit 11 - Accident. Right lane blocked.,0.0,I-610 N,R,Houston,Harris,TX,77024,US,US/Central,KMCJ,2020-03-26 20:53:00,76.0,76.0,82.0,29.76,9.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
868407,A-3591703,3,2020-03-21 18:18:03,2020-03-21 19:03:03,29.78527,-95.70601,29.78527,-95.70601,0.0,At Fry Rd/Exit 747A - Accident. Hard shoulder blocked. Heavy rain.,0.0,I-10 W,R,Houston,Harris,TX,77094,US,US/Central,KSGR,2020-03-21 18:15:00,59.0,59.0,0.0,30.07,7.0,ENE,12.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1015374,A-3738705,4,2020-02-25 13:27:01,2020-02-25 18:26:29,30.48252,-94.99785,30.5131,-94.98691,2.211,Closed between TX-424-LOOP/S Byrd Ave/FM-3460 and TX-424-LOOP/N Byrd Ave - Road closed due to accident.,0.0,US-59 N,R,Shepherd,San Jacinto,TX,77371,US,US/Central,K6R3,2020-02-25 13:35:00,68.0,68.0,38.0,29.74,10.0,N,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
866628,A-3589923,3,2020-03-20 10:39:54,2020-03-20 11:24:54,29.97946,-95.42199,29.97946,-95.42199,0.0,At Airtex Dr/Exit 63 - Accident. Two lanes blocked.,0.0,I-45 N,R,Houston,Harris,TX,77090,US,US/Central,KDWH,2020-03-20 10:35:00,69.0,69.0,90.0,30.03,4.0,N,8.0,0.05,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
868408,A-3591704,2,2020-03-21 19:11:23,2020-03-21 19:40:27,29.77042,-96.03842,29.77358,-96.02535,0.814,At Peach Ridge Rd/Exit 729/Exit 730 - Accident. Left lane blocked.,0.0,I-10 E,R,Sealy,Austin,TX,77474,US,US/Central,KTME,2020-03-21 19:15:00,59.0,59.0,100.0,30.01,10.0,E,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
948477,A-3671796,3,2020-03-02 19:33:00,2020-03-02 20:02:06,29.50054,-98.39991,29.49211,-98.4016,0.591,At Eisenhauer Rd/Exit 164 - Accident.,0.0,Connally Loop,R,San Antonio,Bexar,TX,78218,US,US/Central,KSAT,2020-03-02 19:51:00,69.0,69.0,73.0,28.94,10.0,WNW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
971221,A-3694548,3,2020-01-20 06:18:53,2020-01-20 06:47:23,32.83151,-96.78069,32.8436,-96.7744,0.912,At Mockingbird Ln/Exit 3 - Accident. Two lanes blocked.,0.0,US-75 N,R,Dallas,Dallas,TX,75206,US,US/Central,KDAL,2020-01-20 05:53:00,39.0,39.0,62.0,30.05,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
